companyEmail,companyName,id,instrumentType,regulatoryBody,sectorName,securityName,status,symbol,website,fetched_at,date,source_endpoint
rmdc@rmdcnepal.com,RMDC Laghubitta Bittiya Sanstha Ltd.,575,Equity,Nepal Rastra Bank,Microfinance,RMDC Laghubitta Bittiya Sanstha Ltd.,D,RMDC,http://www.rmdcnepalc.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
paras.kandel@hamrobank.com,Hamro Bikas Bank Ltd.,576,Equity,Nepal Rastra Bank,Development Banks,Hamro Bikas Bank Ltd.,D,HAMRO,http://www.hamrobank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
jln@jebils.com,Jebils Finance Ltd.,577,Equity,Nepal Rastra Bank,Finance,Jebils Finance Ltd.,D,JEFL,http://www.jebil.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@gblbs.com.np,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,583,Equity,Nepal Rastra Bank,Microfinance,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,A,GBLBS,http://www.grameenbanknepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
loginnepse@reliancenepal.com.np,Reliance Finance Ltd.,587,Equity,Nepal Rastra Bank,Finance,Reliance Finance Ltd.,A,RLFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@manaslu.com,Manaslu Bikas Bank Ltd.,588,Equity,Nepal Rastra Bank,Development Banks,Manaslu Bikas Bank Ltd.,D,MSBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sanimamai@sanimahydro.com,Sanima Mai Hydropower Limited,591,Equity,Nepal Hydropower Board,Hydro Power,Sanima Mai Hydropower Ltd.,A,SHPC,www.maihydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nimdilen@gmail.com,Naya Sarathi Laghubitta Bittiya Sanstha Limited,592,Equity,Nepal Rastra Bank,Microfinance,Naya Sarathi Laghubitta Bittiya Sanstha Limited,D,NSLB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kalikabank.com.np,Kalika Laghubitta Bittiya Sanstha Ltd,593,Equity,Nepal Rastra Bank,Microfinance,Kalika Laghubitta Bittiya Sanstha Ltd,A,KMCDB,www.kalikabank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
binodrajthapa@yahoo.com,Matribhumi Development Bank Ltd.,595,Equity,Nepal Rastra Bank,Development Banks,Matribhumi Development Bank Ltd.,D,MTBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bhakta.khadka@ncdbank.com,Nepal Community Development Bank Ltd.,598,Equity,Nepal Rastra Bank,Development Banks,Nepal Community Development Bank Ltd.,D,NCDB,http://www.ncdbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cosmosbank.com.np,Cosmos Development Bank Ltd.,600,Equity,Nepal Rastra Bank,Development Banks,Cosmos Development Bank Ltd.,D,CSDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mlboperationdepart@gmail.com,Mithila LaghuBitta Bittiya Sanstha Limited,601,Equity,Nepal Rastra Bank,Microfinance,Mithila LaghuBitta Bittiya Sanstha Limited,A,MLBBL,http://www.mldbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nagbeli.nagbeli@gmail.com,NagBeli LaghuBitta Bikas Bank Ltd.,602,Equity,Nepal Rastra Bank,Microfinance,NagBeli LaghuBitta Bikas Bank Ltd.,D,NBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
welcome@centurybank.com.np,Century Commercial Bank Ltd.,605,Equity,Nepal Rastra Bank,Commercial Banks,Century Commercial Bank Ltd.,D,CCBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@taragaon.com,Taragaon Regency Hotel Limited,608,Preference Shares,Ministry of Tourism,Hotels And Tourism,Taragaon Regency Hotels Ltd. Preference Share,D,TRHPR,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sayikanepal@gmail.com,Ridi Power Company Limited,610,Equity,Nepal Hydropower Board,Hydro Power,Ridi Power Company Limited,A,RIDI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@mmdbank.com,Mount Makalu Development Bank Ltd.,614,Equity,Nepal Rastra Bank,Development Banks,Mount Makalu Development Bank Ltd.,D,MMDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,616,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Equity Orineted Scheme,S,SEOS,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ekatabank.com.np,Ekata Bikas Bank Ltd.,617,Equity,Nepal Rastra Bank,Development Banks,Ekata Bikas Bank Ltd.,D,EKBL,http://www.ekatabank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.secretary@laxmilaghu.com.np,Laxmi Laghubitta Bittiya Sanstha Ltd.,618,Equity,Nepal Rastra Bank,Microfinance,Laxmi Laghubitta Bittiya Sanstha Ltd.,A,LLBS,https://laxmilaghu.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sahara.com,Sahara Bikas Bank Ltd.,625,Equity,Nepal Rastra Bank,Development Banks,Sahara Bikas Bank Ltd.,D,SHBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kdevbank.com,Kalinchowk Development Bank Ltd.,627,Equity,Nepal Rastra Bank,Development Banks,Kalinchowk Development Bank Ltd.,D,KCDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramod.dahal@nmb.com.np,NMB Bank Limited,629,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NMB Sulav Investment Fund-1,D,NMBSF1,http://www.nmb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nimb.com.np,Nepal Investment Mega Bank Limited,636,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIBL Samriddhi Fund 1,D,NIBSF1,http://www.nimb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
piyush.aryal@laxmisunrise.com,Laxmi Sunrise Bank Limited,674,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Laxmi Value Fund-1,D,LVF1,www.laxmisunrise.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
raptibherimis@yahoo.com,Raptibheri Bikas Bank Ltd.,679,Equity,Nepal Rastra Bank,Development Banks,Raptibheri Bikas Bank Ltd.,D,RBBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@bktfinance.com,Bhaktapur Finance Co. Ltd.,680,Equity,Nepal Rastra Bank,Finance,Bhaktapur Finance Co. Ltd.,D,BFCL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@mirmirebank.com.np,Mirmire Laghubitta Bittya Sanstha Limited,682,Equity,Nepal Rastra Bank,Microfinance,Mirmire Laghubitta Bittya Sanstha Limited,D,MMFDB,http://www.mirmirebank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
barunhydro@gmail.com,Barun Hydropower Co. Ltd.,686,Equity,Nepal Hydropower Board,Hydro Power,Barun Hydropower Co. Ltd.,A,BARUN,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
vlbs@vlbs.com.np,Vijaya laghubitta Bittiya Sanstha Ltd.,687,Equity,Nepal Rastra Bank,Microfinance,Vijaya laghubitta Bittiya Sanstha Ltd.,A,VLBS,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mahilasahayatra@gmail.com,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,691,Equity,Nepal Rastra Bank,Microfinance,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,D,MSMBS,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,692,Mutual Funds,Nepal Rastra Bank,Commercial Banks,7.5% sbl debenture,D,SBLD78,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@himalayanlaghubitta.com,Himalayan Laghubitta Bittiya Sanstha Limited,693,Equity,Nepal Rastra Bank,Microfinance,Himalayan Laghubitta Bittiya Sanstha Limited,A,HLBSL,www.himalayanlaghubitta.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxmipd.martibhumimf@gmail.com,Matribhumi Lagubitta Bittiya Sanstha Limited,694,Equity,Nepal Rastra Bank,Microfinance,Matribhumi Lagubitta Bittiya Sanstha Limited,A,MATRI,https://matribhumimf.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@jucbank.com.np,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,695,Equity,Nepal Rastra Bank,Microfinance,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,A,JSLBB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
apipowercompany@gmail.com,API POWER COMPANY LIMITED,697,Equity,Nepal Hydropower Board,Hydro Power,Api Power Company Ltd.,A,API,www.apipower.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
surya.thapa@nmbmicrofinance.com,NMB  Microfinance Bittiya Sanstha Ltd.,704,Equity,Nepal Rastra Bank,Microfinance,NMB  Microfinance Bittiya Sanstha Ltd.,A,NMBMF,http://www.cleanvillage.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@gilb.com.np,Global IME Laghubitta Bittiya Sanstha Ltd.,705,Equity,Nepal Rastra Bank,Microfinance,Global IME Laghubitta Bittiya Sanstha Ltd.,A,GILB,http://www.gilb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramesh.acharya@swmfi.com.np,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,706,Equity,Nepal Rastra Bank,Microfinance,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,A,SWMF,www.swmfi.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
devi@skdbl.com.np,Saptakoshi Development Bank Ltd.,1733,Equity,Nepal Rastra Bank,Development Banks,Saptakoshi Development Bank Ltd.,D,SKDBL,http://www.skdbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sajhabank.com.np,Sajha Bikas Bank Ltd.,1735,Equity,Nepal Rastra Bank,Development Banks,Sajha Bikas Bank Ltd.,D,SAJHA,http://www.sajhabank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nlisting@gibl.com.np,Global IME Bank Limited,1740,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Global IME Samunnat Scheme-1,D,GIMES1,http://www.globalimebank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
meromicrofinance@gmail.com,Meromicrofinance Laghubitta Bittiya Sanstha Ltd.,1741,Equity,Nepal Rastra Bank,Microfinance,Mero Microfinance Bittiya Sanstha Ltd.,A,MERO,www.meromicrofinance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@hidcl.org.np,Hydorelectricity Investment and Development Company Ltd,2742,Equity,Nepal Rastra Bank,Investment,Hydorelectricity Investment and Development Company Ltd,A,HIDCL,www.hidcl.org.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nyadigroup06@gmail.com,Ngadi Group Power Ltd.,2743,Equity,Nepal Hydropower Board,Hydro Power,Ngadi Group Power Ltd.,A,NGPL,ngpl.com.npl,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@greenbank.com.np,Green Development Bank Ltd.,2744,Equity,Nepal Rastra Bank,Development Banks,Green Development Bank Ltd.,A,GRDBL,http://greenbank.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
hofficenmfbs@gmail.com,National  Laghubitta Bittiya Sanstha Limited,2746,Equity,Nepal Rastra Bank,Microfinance,National Laghubitta Bittiya Sanstha Limited,A,NMFBS,http://www.nationalmicrofinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@rsdcmf.com,RSDC Laghubitta Bittiya Sanstha Ltd.,2748,Equity,Nepal Rastra Bank,Microfinance,RSDC Laghubitta Bittiya Sanstha Ltd.,A,RSDC,www.rsdcmf.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
suryodayalaghubitta@gmail.com,Suryodaya Laghubitta Bittiya Sanstha Ltd.,2750,Equity,Nepal Rastra Bank,Microfinance,Suryodaya Laghubitta Bittiya Sanstha Ltd.,D,SLBS,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
khanikhola.hpc@gmail.com,Khanikhola Hydropower Co. Ltd.,2751,Equity,Nepal Hydropower Board,Hydro Power,Khanikhola Hydropower Co. Ltd.,A,KKHC,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramod.dahal@nmb.com.np,NMB Bank Limited,2752,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NMB Hybrid Fund L-1,D,NMBHF1,http://www.nmb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,2753,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Nabil Equity Fund,D,NEF,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
dibyashwarihydropower@gmail.com,Dibyashwori Hydropower Ltd.,2754,Equity,Nepal Hydropower Board,Hydro Power,Dibyashwori Hydropower Ltd.,A,DHPL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nimb.com.np,Nepal Investment Mega Bank Limited,2755,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIBL Pragati Fund,D,NIBLPF,http://www.nimb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
arunkabeli@gmail.com,Arun Kabeli Power Ltd.,2757,Equity,Nepal Hydropower Board,Hydro Power,Arun Kabeli Power Ltd.,A,AKPL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@forwardmfbank.com.np,Forward Microfinance Laghubitta Bittiya Sanstha Limited,2758,Equity,Nepal Rastra Bank,Microfinance,Forward Microfinance Laghubitta Bittiya Sanstha Limited,A,FOWAD,www.forwardmfbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
email.synergy@gmail.com,Synergy Power Development Ltd.,2759,Equity,Nepal Hydropower Board,Hydro Power,Synergy Power Development Ltd.,A,SPDL,www.synergyhydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
unitedmodi@ntc.net.np,United Modi Hydropower Ltd.,2760,Equity,Nepal Hydropower Board,Hydro Power,United Modi Hydropower Ltd.,A,UMHL,www.umh.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
samata@samata.org.np,Samata Gharelu Laghubitta Bittiya Sanstha Limited,2761,Equity,Nepal Rastra Bank,Microfinance,Samata Gharelu Laghubitta Bittiya Sanstha Limited,A,SMATA,www.samata.org.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
audit@swadeshibank.com,Swadeshi Laghubitta Bittiya Sanstha Ltd.,2764,Equity,Nepal Rastra Bank,Microfinance,Swadeshi Laghubitta Bittiya Sanstha Ltd.,D,SDESI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
piyush.aryal@laxmisunrise.com,Laxmi Sunrise Bank Limited,2765,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Laxmi Equity Fund,D,LEMF,www.laxmisunrise.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
chhyangdihydropowerltd@gmail.com,Chhyangdi Hydropower Ltd.,2766,Equity,Nepal Hydropower Board,Hydro Power,Chhyangdi Hydropower Ltd.,A,CHL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
hpphydro.binaya@gmail.com,Himalayan Power Partner Ltd.,2767,Equity,Nepal Hydropower Board,Hydro Power,Himalayan Power Partner Ltd.,A,HPPL,http://www.hpp.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
saroj.singh@mslbsl.com.np,Mahuli Laghubitta Bittiya Sanstha Limited,2768,Equity,Nepal Rastra Bank,Microfinance,Mahuli Laghubitta Bittiya Sanstha Limited,A,MSLB,mslbsl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@charnawathihydro.com,Nepal Hydro Developers Ltd,2769,Equity,Nepal Hydropower Board,Hydro Power,Nepal Hydro Developers Ltd.,A,NHDL,www.charnawatihydro.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2770,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Equity Fund,A,SEF,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
smicrofinance7@gmail.com,Support Lagubitta Bittiya Sanstha Limited,2771,Equity,Nepal Rastra Bank,Microfinance,Support Microfinance Bittiya Sanstha Ltd.,A,SMB,https://supportmicrofinance.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
RUDRA@sanimabank.com,Sanima Bank Limited,2773,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Sanima Equity Fund,D,SAEF,www.sanimabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
prempathak021@gmail.com,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,2774,Equity,Nepal Rastra Bank,Microfinance,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,A,USLB,http://www.unnatimfi.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@radhibidyut.com.np,Radhi Bidyut Company Ltd,2776,Equity,Nepal Hydropower Board,Hydro Power,Radhi Bidyut Company Ltd,A,RADHI,www.radhibidyut.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
aarambhamicrofinance@gmail.com,Arambha Microfinance Bittiya Sanstha Ltd.,2777,Equity,Nepal Rastra Bank,Microfinance,Arambha Microfinance Bittiya Sanstha Ltd.,D,AMFI,http://www.aarambhamf.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,2779,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIC Asia Growth Fund,D,NICGF,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramesh.kayastha@ctznbank.com,Citizens Bank International Limited,2780,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Citizens Mutual Fund -1,D,CMF1,www.ctznbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepalseva@gmail.com,Wean Nepal Laghubitta Bittiya Sanstha Limited,2781,Equity,Nepal Rastra Bank,Microfinance,Wean Nepal Laghubitta Bittiya Sanstha Limited,A,WNLB,www.weannepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sayikanepal@gmail.com,Rairang Hydropower Development Company Ltd.,2783,Equity,Nepal Hydropower Board,Hydro Power,Rairang Hydropower Development Company Ltd.,D,RRHP,http://www.ridihydro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nadeplaghubitta@gmail.com,Nadep Laghubittiya bittya Sanstha Ltd.,2784,Equity,Nepal Rastra Bank,Microfinance,Nadep Laghubittiya bittya Sanstha Ltd.,A,NADEP,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
panchakanyamai@gmail.com,Panchakanya Mai Hydropower Ltd,2786,Equity,Nepal Hydropower Board,Hydro Power,Panchakanya Mai Hydropower Ltd,A,PMHPL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
daraudikalikahydro@gmail.com,Kalika power Company Ltd,2787,Equity,Nepal Hydropower Board,Hydro Power,Kalika power Company Ltd,A,KPCL,www.kalikapower.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ankhukhola@yahoo.com,Ankhu Khola Jalvidhyut Company Limited,2788,Equity,Nepal Hydropower Board,Hydro Power,Ankhu Khola Jalvidhyut Company Ltd,A,AKJCL,www.aankhukholahydropower.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@joshihydropower.com,Joshi Hydropower Development Company Ltd,2789,Equity,Nepal Hydropower Board,Hydro Power,Joshi Hydropower Development Company Ltd,A,JOSHI,www.joshihydropower.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
aarambhachautari@gmail.com,Aarambha Chautari Laghubitta Bittya Sanstha Limited,2790,Equity,Nepal Rastra Bank,Microfinance,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,A,ACLBSL,www.aarambhachautari.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
office@utkhpl.org.np,Upper Tamakoshi Hydropower Ltd,2792,Equity,Nepal Hydropower Board,Hydro Power,Upper Tamakoshi Hydropower Ltd,A,UPPER,www.tamakhosihydro.org.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@slbsl.com.np,Samudayik Laghubitta Bittiya Sanstha Limited,2804,Equity,Nepal Rastra Bank,Microfinance,Samudayik Laghubitta Bittiya Sanstha Limited,A,SLBSL,www.slbsl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
relinarenergy@gmail.com,Ghalemdi Hydro Limited,2806,Equity,Nepal Hydropower Board,Hydro Power,Ghalemdi Hydro Limited,A,GHL,www.ghalemdi.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ashamicrofinance.com.np,Asha Laghubitta Bittiya Sanstha Ltd.,2807,Equity,Nepal Rastra Bank,Microfinance,Asha Laghubitta Bittiya Sanstha Ltd,A,ALBSL,www.ashamicrofinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@shivamcement.com,Shivam Cements Limited,2809,Equity,Department of Industry,Manufacturing And Processing,SHIVAM CEMENTS LTD,A,SHIVM,www.shivamcement.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
upcl.share@tkkhp.com.np,Universal Power Company Limited,2810,Equity,Nepal Hydropower Board,Hydro Power,UNIVERSAL POWER COMPANY LTD,A,UPCL,www.universalpowercompany.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mountainhydronepal@gmail.com,Mountain Hydro Nepal Limited,2811,Equity,Nepal Hydropower Board,Hydro Power,Mountain Hydro Nepal Limited,A,MHNL,www.mountainhydronepal.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sparshamicrofinance.com,Sparsha Laghubitta Bittiya Sanstha Limited,2812,Equity,Nepal Rastra Bank,Microfinance,Sparsha Laghubitta Bittiya Sanstha Limited,D,SPARS,www.sparshamicrofinance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ppchewa@gmail.com,Panchthar Power Company Ltd,2813,Equity,Nepal Hydropower Board,Hydro Power,Panchthar Power Compant Limited,A,PPCL,www.ppcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ganapati.micro@gmail.com,Ganapati Laghubitta Bittiya Sanstha Ltd,2815,Equity,Nepal Rastra Bank,Microfinance,Ganapati Laghubitta Bittiya Sanstha Limited,A,GMFBS,www.ganapatimicro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
operation@nepalagro.com.np,Nepal Agro Laghubitta Bittiya Sanstha Ltd.,2816,Equity,Nepal Rastra Bank,Microfinance,Nepal Agro Laghubitta Bittiya Sanstha Limited,D,NAGRO,www.nepalagro.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
himalayaurja@gmail.com,Himalaya Urja Bikas Company Limited,2824,Equity,Nepal Hydropower Board,Hydro Power,Himalaya Urja Bikas Company Limited,A,HURJA,www.himalurja.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nica.nots@nicasiabank.com,NIC Asia Bank Ltd.,2825,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% NIC Asia Debenture 2085/86,A,NICAD85/86,www.nicasiabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
guranslbbs@gmail.com,Gurans Laghubitta Bittiya Sanstha Ltd,2826,Equity,Nepal Rastra Bank,Microfinance,Gurans Laghubitta Bittiya Sanstha Limited,A,GLBSL,www.guranslaghubitta.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
RUDRA@sanimabank.com,Sanima Bank Limited,2828,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Sanima Bank Limited Debenture,A,SAND2085,www.sanimabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@swabhimaanlaghubitta.com.np,Swabhumaan Laghubitta Bittiya Sanstha Ltd,2829,Equity,Nepal Rastra Bank,Microfinance,Swabhimaan Laghubitta Bittiya Sanstha Limited,A,SMFBS,www.swabhimaanmicrofinance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
unionhppl@gmail.com ,Union Hydropower Limited,2831,Equity,Nepal Hydropower Board,Hydro Power,Union Hydropower Limited,A,UNHPL,www.unionhydropower.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ilbslfinance@gmail.com,Infinity Laghubitta Bittiya Sastha Ltd,2832,Equity,Nepal Rastra Bank,Microfinance,Infinity Laghubitta Bittiya Sanstha Limited,A,ILBS,www.infinitymbsl.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sunrisebank.com.np,Sunrise Bank Limited,2834,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10% Sunrise Debenture 2080,D,SRD80,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,2835,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NABIL BALANCED FUND-2,A,NBF2,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nlisting@gibl.com.np,Global IME Bank Limited,2840,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,D,GBD80/81,http://www.globalimebank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
neupane.nar@gmail.com,Rasuwagadhi Hydropower Company Limited,2841,Equity,Nepal Hydropower Board,Hydro Power,RASUWAGADHI HYDROPOWER COMPANY LIMITED,A,RHPL,www.rghpcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sanjenhcl@gmail.com,SANJEN JALAVIDHYUT COMPANY LTD,2842,Equity,Nepal Hydropower Board,Hydro Power,SANJEN JALAVIDHYUT COMPANY LIMITED,A,SJCL,www.sjcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sabaikolaghubitta.com,Sabaiko Laghubitta Bittiya Sanstha Limited,2843,Equity,Nepal Rastra Bank,Microfinance,Sabaiko Laghubitta Bittiya Sanstha Limited,D,SABSL,www.sabaikolaghubitta.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
adhikholalaghubitta@gmail.com,Adhikhola Laghubitta Bittiya Sanstha Limited,2845,Equity,Nepal Rastra Bank,Microfinance,Adhikhola Laghubitta Bittiya Sanstha Limited,D,AKBSL,www.albs.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramod.dahal@nmb.com.np,NMB Bank Limited,2850,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10 % NMB DEBENTURE 2085,A,NMBD2085,http://www.nmb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nimb.com.np,Nepal Investment Mega Bank Limited,2851,Non-Convertible Debentures,Nepal Rastra Bank,Commercial Banks,10.5 % NEPAL INVESTMENT DEBENTURE 2082,A,NIBD2082,http://www.nimb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ghodighoda.mfi@gmail.com,ghodighoda laghubitta bittiya sanstha ltd,2852,Equity,Nepal Rastra Bank,Microfinance,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,D,GGBSL,www.ghodighoda.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
